date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,INFLUENZA A,INFLUENZA B,INFLUENZA A AND B,UNKNOWN
4/22/24 0:00,2.21342,2.24527,11399,18188,55413,4047,2467989,158,47,1,2
4/29/24 0:00,2.12453,2.14655,11136,17612,53519,4001,2493255,112,27,0,0
5/6/24 0:00,2.02811,2.04178,10369,16479,50457,4048,2471221,95,19,1,1
5/13/24 0:00,1.99937,2.03197,10323,15732,49254,4002,2423948,68,21,0,1
5/20/24 0:00,1.93241,1.95808,9847,14626,47562,3962,2429017,66,17,0,1
5/27/24 0:00,1.90317,1.9223,9668,13385,44766,3951,2328772,68,14,0,0
6/3/24 0:00,1.68241,1.72665,8276,11484,41248,3923,2388904,49,16,0,0
6/10/24 0:00,1.60309,1.6062,7421,10231,37720,3916,2348396,40,9,0,1
6/17/24 0:00,1.5073,1.54206,6731,9048,35781,3914,2320335,54,9,0,1
6/24/24 0:00,1.48383,1.49644,6268,9093,35208,3861,2352786,41,6,0,0
7/1/24 0:00,1.39299,1.44723,5810,8077,32093,3889,2217551,44,8,0,0
7/8/24 0:00,1.45392,1.44843,6101,8819,34982,3876,2415173,47,5,0,0
7/15/24 0:00,1.45455,1.43289,5727,8326,33474,3859,2336121,23,11,0,0
7/22/24 0:00,1.5251,1.50564,6018,8651,34749,3887,2307921,21,5,0,0
7/29/24 0:00,1.5366,1.49629,6006,8902,34935,3889,2334775,17,1,0,0
8/5/24 0:00,1.54425,1.50949,6263,9040,34912,3839,2312831,24,8,0,0
8/12/24 0:00,1.51967,1.54313,6296,9976,35347,3721,2290608,25,4,1,0
